query,source,author,title,description,content,url,published_at
misinformation,The New York Times,By Adam Satariano,The U.K. Riots Were Fomented Online. Will Social Media Companies Act?,Prime Minister Keir Starmer called out social media groups for the misinformation on their platforms that sparked violent clashes this week. But holding them accountable is tough.,Prime Minister Keir Starmer called out social media groups for the misinformation on their platforms that sparked violent clashes this week. But holding them accountable is tough.,https://www.nytimes.com/2024/08/02/business/uk-riots-social-media.html,2024-08-02T15:46:46Z
misinformation,The New York Times,By Megan Specia,Violent Protests Grip U.K. in Wake of Knife Attack at Dance Class,Far-right groups and anti-immigration protesters have taken to the streets after a mass stabbing in the town of Southport was followed by a wave of disinformation about the identity of the attacker.,Far-right groups and anti-immigration protesters have taken to the streets after a mass stabbing in the town of Southport was followed by a wave of disinformation about the identity of the attacker.,https://www.nytimes.com/2024/08/03/world/europe/southport-stabbing-uk-riots.html,2024-08-03T17:46:37Z
misinformation,The New York Times,By Stuart A. Thompson and Tiffany Hsu,Left-Wing Misinformation Is Having a Moment,"America’s right flank remains the chief purveyor of misinformation, but this summer’s political tumult created ideal conditions for falsehoods to spread among progressives.","America’s right flank remains the chief purveyor of misinformation, but this summer’s political tumult created ideal conditions for falsehoods to spread among progressives.",https://www.nytimes.com/2024/09/03/technology/left-wing-misinformation-conspiracy-theories.html,2024-09-03T07:00:10Z
misinformation,The New York Times,By Isabella Kwai,You Just Got a Tattoo. How Do You Look After It?,"Advice on tattoo aftercare is plentiful, and sometimes confusing. Tattoo artists and dermatologists weigh in on what you should do.","Advice on tattoo aftercare is plentiful, and sometimes confusing. Tattoo artists and dermatologists weigh in on what you should do.",https://www.nytimes.com/2024/09/03/well/new-tattoo-after-care.html,2024-09-03T09:40:12Z
misinformation,The New York Times,By German Lopez,The Stakes on Taxes,We cover the presidential candidates’ positions on taxation.,We cover the presidential candidates’ positions on taxation.,https://www.nytimes.com/2024/09/03/briefing/tax-election-harris-trump.html,2024-09-03T10:35:16Z
misinformation,The New York Times,By Gaya Gupta,Wednesday Briefing: Russian Strike Kills 50 in Ukraine,"Plus, a quiz to test healthy brain habits.","Plus, a quiz to test healthy brain habits.",https://www.nytimes.com/2024/09/03/briefing/russia-strike-harris-polio.html,2024-09-03T20:48:01Z
misinformation,The New York Times,By Matthew Cullen,Russia Carried Out One of the Deadliest Strikes of the War,"Also, polio vaccinations in Gaza are beating goals. Here's the latest at the end of Tuesday.","Also, polio vaccinations in Gaza are beating goals. Here's the latest at the end of Tuesday.",https://www.nytimes.com/2024/09/03/briefing/russia-ukraine-strike-pop-songwriter-amy-allen.html,2024-09-03T21:46:17Z
misinformation,The New York Times,By Natasha Frost,Wednesday Briefing,Casualties from a Russian strike in Ukraine.,Casualties from a Russian strike in Ukraine.,https://www.nytimes.com/2024/09/04/briefing/russia-ukraine-strike-hamas-election.html,2024-09-04T04:09:23Z
misinformation,The New York Times,By Sapna Maheshwari,TikTok Expands Its ‘How to Vote’ Resources Ahead of the Election,The company is an increasingly popular source of political news. It’s adding more content about how elections work and media literacy.,The company is an increasingly popular source of political news. It’s adding more content about how elections work and media literacy.,https://www.nytimes.com/2024/09/04/business/tiktok-vote-election.html,2024-09-04T13:45:53Z
misinformation,The New York Times,"By Julian E. Barnes, Glenn Thrush and Steven Lee Myers",U.S. Announces Plan to Counter Russian Influence Ahead of 2024 Election,"American spy agencies have assessed that the Kremlin favors former President Donald J. Trump, seeing him as skeptical of U.S. support for Ukraine.","American spy agencies have assessed that the Kremlin favors former President Donald J. Trump, seeing him as skeptical of U.S. support for Ukraine.",https://www.nytimes.com/2024/09/04/us/politics/russia-election-influence.html,2024-09-04T15:44:31Z
misinformation,The New York Times,By Sarah Bahr,Watching Movies Like It’s 1999,"A multimedia Culture desk series, “Class of 1999,” revisits a group of mold-breaking, star-studded films released that year.","A multimedia Culture desk series, “Class of 1999,” revisits a group of mold-breaking, star-studded films released that year.",https://www.nytimes.com/2024/09/04/insider/1999-movies.html,2024-09-04T21:00:10Z
misinformation,The New York Times,By Charles M. Blow,We Have Reached the Scrounging-for-Scandals Phase of the Campaign,"The false “stolen valor” claim isn’t sticking, but that hasn’t stopped conservatives from using it.","The false “stolen valor” claim isn’t sticking, but that hasn’t stopped conservatives from using it.",https://www.nytimes.com/2024/09/04/opinion/scandals-trump-harris.html,2024-09-04T23:00:07Z
misinformation,The New York Times,By Caitlin Rivers,Want People to Embrace Public Health? Make It More Like Weather Forecasting.,Public health experts too often fail to sound the alarm.,Public health experts too often fail to sound the alarm.,https://www.nytimes.com/2024/10/02/opinion/disease-outbreak-warning-public-health.html,2024-10-02T09:01:56Z
misinformation,The New York Times,By Kasia Pilat and Alexa Weibel,Whole Foods Tried to Change This Cake Recipe. Customers Lost It.,The grocery chain’s Berry Chantilly cake has a cult following and an extremely vocal fan base.,The grocery chain’s Berry Chantilly cake has a cult following and an extremely vocal fan base.,https://www.nytimes.com/2024/10/02/dining/whole-foods-berry-chantilly-cake.html,2024-10-02T16:26:08Z
misinformation,The New York Times,,Read the Special Counsel’s Newly Unsealed Evidence Against Trump,"A sprawling legal brief by the special counsel, Jack Smith, lays out his case for why former President Donald J. Trump is not immune from prosecution on federal charges of plotting to overturn the 2020 election. It adds new details of how Mr. Trump tried to cling to power.","A sprawling legal brief by the special counsel, Jack Smith, lays out his case for why former President Donald J. Trump is not immune from prosecution on federal charges of plotting to overturn the 2020 election. It adds new details of how Mr. Trump tried to cling to power.",https://www.nytimes.com/interactive/2024/10/02/us/trump-j6-sco-immunity-brief.html,2024-10-02T21:14:50Z
misinformation,The New York Times,By Annie Karni,"As Lawmaker Claims Trump’s Shooting Was Inside Job, G.O.P. Indulges Him","Representative Eli Crane, a first-term Arizona Republican, has emerged as the chief right-wing voice pushing conspiracy theories about the Trump assassination attempts.","Representative Eli Crane, a first-term Arizona Republican, has emerged as the chief right-wing voice pushing conspiracy theories about the Trump assassination attempts.",https://www.nytimes.com/2024/10/05/us/politics/eli-crane-trump-assassination-conspiracy-theories.html,2024-10-05T09:02:02Z
misinformation,The New York Times,By Reid J. Epstein,Kamala Harris Visits North Carolina to Check on Hurricane Response,"The vice president visited Charlotte, N.C., for an update on relief efforts after Hurricane Helene ravaged wide swaths of the Southeast.","The vice president visited Charlotte, N.C., for an update on relief efforts after Hurricane Helene ravaged wide swaths of the Southeast.",https://www.nytimes.com/2024/10/05/us/politics/kamala-harris-north-carolina-hurricane-helene.html,2024-10-05T22:15:01Z
misinformation,The New York Times,"By Emily Cochrane, Christopher Flavelle, Michael D. Shear and Tiffany Hsu",Another Hurdle in Recovery From Helene: Misinformation Is Getting in the Way,"In North Carolina and other states, a barrage of conspiracy theories and false claims over efforts to bring relief after Hurricane Helene is alarming and disheartening officials and workers.","In North Carolina and other states, a barrage of conspiracy theories and false claims over efforts to bring relief after Hurricane Helene is alarming and disheartening officials and workers.",https://www.nytimes.com/2024/10/06/us/hurricane-helene-north-carolina-misinformation.html,2024-10-06T17:13:51Z
misinformation,The New York Times,By Margaret Renkl,There Is No Climate Haven. We All Live in Florida Now.,Hurricane Helene has reminded us. Climate change has stacked the deck against all of us.,Hurricane Helene has reminded us. Climate change has stacked the deck against all of us.,https://www.nytimes.com/2024/10/07/opinion/hurricane-helene-climate-danger.html,2024-10-07T09:03:53Z
misinformation,The New York Times,"By Tracy Mumford, Reid J. Epstein, Robert Jimison and Jessica Metzger",Israel Commemorates Oct. 7 Anniversary Amid Strikes on Gaza and Lebanon,"Plus, misinformation is hampering the Helene aid effort.","Plus, misinformation is hampering the Helene aid effort.",https://www.nytimes.com/2024/10/07/podcasts/israel-anniversary-strikes-gaza-lebanon.html,2024-10-07T10:00:19Z
misinformation,The New York Times,By Jess Bidgood,Trump’s Ugly Closing Argument,"He delivers a mix of disinformation, false claims about cheating in elections and personal attacks.","He delivers a mix of disinformation, false claims about cheating in elections and personal attacks.",https://www.nytimes.com/2024/10/07/us/politics/trump-harris-fema-funding.html,2024-10-07T23:08:06Z
misinformation,The New York Times,By The New York Times,Athens Democracy Forum: Rethinking Journalism,"In a time when social media tends to rule the day, what can traditional news organizations to do regain trust?","In a time when social media tends to rule the day, what can traditional news organizations to do regain trust?",https://www.nytimes.com/2024/10/07/business/media/athens-democracy-forum-journalism.html,2024-10-08T01:54:23Z
