query,source,author,title,description,content,url,published_at
fake news,The New York Times,By Paul Krugman,Our Economy Isn’t ‘Goldilocks.’ It’s Better.,"Growth is hot, inflation is cold. So much winning!","Growth is hot, inflation is cold. So much winning!",https://www.nytimes.com/2024/02/01/opinion/biden-trump-economy-goldilocks.html,2024-02-02T00:00:09Z
fake news,The New York Times,By Annie Karni,A Suddenly Media-Shy Speaker Can’t Answer Questions. He’s on the Phone.,"Speaker Mike Johnson, who once routinely stopped for hallway interviews, has taken to pressing his iPhone to his ear as he walks through the Capitol, avoiding questions as he navigates a tough new job.","Speaker Mike Johnson, who once routinely stopped for hallway interviews, has taken to pressing his iPhone to his ear as he walks through the Capitol, avoiding questions as he navigates a tough new job.",https://www.nytimes.com/2024/02/02/us/politics/mike-johnson-speaker-phone.html,2024-02-02T10:02:39Z
fake news,The New York Times,By Pamela Paul,"As Kids, They Thought They Were Trans. They No Longer Do.",Trans activists have pushed an ideological extremism by pressing for an unproven treatment orthodoxy.,Trans activists have pushed an ideological extremism by pressing for an unproven treatment orthodoxy.,https://www.nytimes.com/2024/02/02/opinion/transgender-children-gender-dysphoria.html,2024-02-02T10:02:48Z
fake news,The New York Times,By Michiko Kakutani,"The Ballad of Flaco, the Outlaw Who Learned to Fly","The Times’s longtime literary critic says that like all great outlaw-heroes, the escaped Eurasian eagle-owl tapped into our desire to see an underdog claim his freedom.","The Times’s longtime literary critic says that like all great outlaw-heroes, the escaped Eurasian eagle-owl tapped into our desire to see an underdog claim his freedom.",https://www.nytimes.com/2024/02/02/nyregion/flaco-outlaw-kakutani.html,2024-02-02T15:33:00Z
fake news,The New York Times,By David French,Taylor Swift and the Profound Weirdness of MAGA,"The latest conspiracy theory shows how malice leads to stupidity, and vice versa.","The latest conspiracy theory shows how malice leads to stupidity, and vice versa.",https://www.nytimes.com/2024/02/04/opinion/taylor-swift-travis-kelce-maga.html,2024-02-04T14:00:15Z
fake news,The New York Times,By Tiffany Hsu,"Fake and Explicit Images of Taylor Swift Started on 4chan, Study Says","The people on 4chan who created the images of Ms. Swift thought of it as a sort of game, the researchers said.","The people on 4chan who created the images of Ms. Swift thought of it as a sort of game, the researchers said.",https://www.nytimes.com/2024/02/05/business/media/taylor-swift-ai-fake-images.html,2024-02-05T11:00:17Z
fake news,The New York Times,By Mike Isaac,Meta Calls for Industry Effort to Label A.I.-Generated Content,"The social network wants to promote standardized labels to help detect artificially created photo, video and audio material across its platforms.","The social network wants to promote standardized labels to help detect artificially created photo, video and audio material across its platforms.",https://www.nytimes.com/2024/02/06/technology/meta-ai-standards-labels.html,2024-02-06T13:00:08Z
fake news,The New York Times,By Noëlle de Leeuw,Meet the Artist Delighting Amsterdam,"Thanks to a street artist named Frank “Frankey” de Ruwe, a wander through the Dutch capital may lead to a playful discovery or two.","Thanks to a street artist named Frank “Frankey” de Ruwe, a wander through the Dutch capital may lead to a playful discovery or two.",https://www.nytimes.com/2024/03/01/travel/amsterdam-frankey-street-art.html,2024-03-01T10:01:03Z
fake news,The New York Times,By James Barron,"As of Today, Half of New York City’s Trash Must Go in Bins","Businesses, which the sanitation commissioner said create 50 percent of the city’s garbage, will now all be required to use curbside containers.","Businesses, which the sanitation commissioner said create 50 percent of the city’s garbage, will now all be required to use curbside containers.",https://www.nytimes.com/2024/03/01/nyregion/nyc-trash-containers.html,2024-03-01T10:02:29Z
fake news,The New York Times,By Matthew Cullen,Biden Said the U.S. Will Airdrop Supplies Into Gaza,"Also, thousands attended Aleksei Navalny’s funeral in Moscow. Here’s the latest at the end of Friday.","Also, thousands attended Aleksei Navalny’s funeral in Moscow. Here’s the latest at the end of Friday.",https://www.nytimes.com/2024/03/01/briefing/biden-airdrop-aid-gaza-navalny-funeral-moscow.html,2024-03-01T22:00:28Z
fake news,The New York Times,By Jessica Grose,A.I. Is Making the Sexual Exploitation of Girls Even Worse,"Parents, schools and our laws need to catch up to technology, fast.","Parents, schools and our laws need to catch up to technology, fast.",https://www.nytimes.com/2024/03/02/opinion/deepfakes-teenagers.html,2024-03-02T13:00:03Z
fake news,The New York Times,By Dave Itzkoff,‘Saturday Night Live’ Is Already Looking Toward the Election,"In its opening sketch, “S.N.L.” offered a parody of a CNN political show.","In its opening sketch, “S.N.L.” offered a parody of a CNN political show.",https://www.nytimes.com/2024/03/03/arts/television/saturday-night-live-sydney-sweeney.html,2024-03-03T07:14:33Z
fake news,The New York Times,By Susan Dominus,"Kate Winslet Pushes Her Characters, and Herself, to the Edge","As a young star, she endured Hollywood’s brutal treatment of women. Now she’s putting her resilience and grit on full display.","As a young star, she endured Hollywood’s brutal treatment of women. Now she’s putting her resilience and grit on full display.",https://www.nytimes.com/2024/03/03/magazine/kate-winslet-the-regime.html,2024-03-03T22:00:11Z
fake news,The New York Times,By Kathleen Kingsbury,It’s Time to Protest Nuclear War Again,A new series from Times Opinion about the threat of nuclear weapons in an unstable world.,A new series from Times Opinion about the threat of nuclear weapons in an unstable world.,https://www.nytimes.com/interactive/2024/10/10/opinion/nuclear-weapons-nytimes.html,2024-03-04T10:01:53Z
fake news,The New York Times,By Matthew Cullen,The Supreme Court Ruled That States Cannot Bar Trump From Ballots,"Also, Apple was fined $2 billion for thwarting competition. Here’s the latest at the end of Monday.","Also, Apple was fined $2 billion for thwarting competition. Here’s the latest at the end of Monday.",https://www.nytimes.com/2024/03/04/briefing/supreme-court-trump-ballots-apple-eu-fine.html,2024-03-04T22:50:46Z
fake news,The New York Times,By David Leonhardt,A Trans-Atlantic Crackdown,Authorities in Europe and the U.S. are cracking down on big technology companies.,Authorities in Europe and the U.S. are cracking down on big technology companies.,https://www.nytimes.com/2024/03/05/briefing/big-tech-regulation.html,2024-03-05T11:36:25Z
fake news,The New York Times,,Transcript: Ezra Klein Interviews Richard Haass,"The March 1, 2023, episode of “The Ezra Klein Show.”","The March 1, 2023, episode of “The Ezra Klein Show.”",https://www.nytimes.com/2024/03/05/podcasts/transcript-ezra-klein-interviews-richard-haass.html,2024-03-05T19:14:28Z
fake news,The New York Times,By Tiffany Hsu and Steven Lee Myers,China’s Advancing Efforts to Influence the U.S. Election Raise Alarms,"China has adopted some of the same misinformation tactics that Russia used ahead of the 2016 election, researchers and government officials say.","China has adopted some of the same misinformation tactics that Russia used ahead of the 2016 election, researchers and government officials say.",https://www.nytimes.com/2024/04/01/business/media/china-online-disinformation-us-election.html,2024-04-01T04:01:29Z
fake news,The New York Times,By Finn-Olaf Jones and Charlotte de la Fuente,Secrets of a Danish Castle,"A writer returns to his grandparents’ former castle-home in a seaside corner of Denmark known for its chalk cliffs, ‘dancing elves’ and haunting World War II past.","A writer returns to his grandparents’ former castle-home in a seaside corner of Denmark known for its chalk cliffs, ‘dancing elves’ and haunting World War II past.",https://www.nytimes.com/2024/04/01/travel/denmark-castle-stevns-peninsula.html,2024-04-01T09:00:22Z
fake news,The New York Times,By Sarah Lyall,‘The Plane Is Fine’: An Airline Course Looks to Overcome Fear in the Skies,"Anxiety when flying might not seem so unreasonable these days, but a British Airways program seeks to reassure the lightly nervous and the abjectly terrified alike.","Anxiety when flying might not seem so unreasonable these days, but a British Airways program seeks to reassure the lightly nervous and the abjectly terrified alike.",https://www.nytimes.com/2024/04/02/travel/fear-of-flying-course-british-airways.html,2024-04-02T09:00:09Z
fake news,The New York Times,By David Leonhardt,"China, Russia and Trump",What Beijing and Moscow hope to gain from a second Trump term.,What Beijing and Moscow hope to gain from a second Trump term.,https://www.nytimes.com/2024/04/02/briefing/china-russia-trump-campaign.html,2024-04-02T10:35:57Z
fake news,The New York Times,"By Wesley Morris, Ben Sisario, Salamishah Tillet and Lindsay Zoladz",Beyoncé’s ‘Cowboy Carter’ Is a Vivid Mission Statement. Let’s Discuss.,"The pop superstar teased a move to country, then tackled so much more. Three critics and a reporter explore her new album’s inspirations, sounds and stakes.","The pop superstar teased a move to country, then tackled so much more. Three critics and a reporter explore her new album’s inspirations, sounds and stakes.",https://www.nytimes.com/2024/04/02/arts/music/beyonce-cowboy-carter.html,2024-04-02T15:00:48Z
fake news,The New York Times,,Transcript: Ezra Klein Interviews Ethan Mollick,"The April 2, 2024, episode of “The Ezra Klein Show.”","The April 2, 2024, episode of “The Ezra Klein Show.”",https://www.nytimes.com/2024/04/02/podcasts/transcript-ezra-klein-interviews-ethan-mollick.html,2024-04-02T19:46:34Z
fake news,The New York Times,By Matthew Cullen,Food Aid for Gazans Was Sent Back to Cyprus,"Also, Ukraine lowered its draft age. Here’s the latest at the end of Wednesday.","Also, Ukraine lowered its draft age. Here’s the latest at the end of Wednesday.",https://www.nytimes.com/2024/04/03/briefing/food-aid-gaza-ukraine-draft-age.html,2024-04-03T21:44:35Z
fake news,The New York Times,By Jess Bidgood,Abortion and the Florida Fakeout,"Will the state sit the presidential election out, like a retiree watching pickleball?","Will the state sit the presidential election out, like a retiree watching pickleball?",https://www.nytimes.com/2024/04/03/us/politics/abortion-florida-election.html,2024-04-03T22:02:12Z
fake news,The New York Times,By Nick Corasaniti and Caitlin O’Hara,Inside a G.O.P. Plan to Encourage Early Voting Despite Trump’s Attacks,"Donald Trump’s falsehoods about mail voting have created a strategic disadvantage for Republicans, who must rely on Election Day turnout. The group Turning Point Action has a $100 million plan to change voters’ habits.","Donald Trump’s falsehoods about mail voting have created a strategic disadvantage for Republicans, who must rely on Election Day turnout. The group Turning Point Action has a $100 million plan to change voters’ habits.",https://www.nytimes.com/2024/04/04/us/politics/trump-turning-point-action-chase-vote.html,2024-04-04T16:21:12Z
fake news,The New York Times,By Isabella Kwai,How an Editors’ Note Fueled Another Kate Conspiracy Theory,A routine Getty Images caption beside the Princess of Wales’s cancer announcement has fanned disinformation about her. Researchers say there is no evidence that the video is fake.,A routine Getty Images caption beside the Princess of Wales’s cancer announcement has fanned disinformation about her. Researchers say there is no evidence that the video is fake.,https://www.nytimes.com/2024/04/04/world/europe/kate-middleton-video-getty-conspiracy.html,2024-04-04T16:27:15Z
fake news,The New York Times,By Christine Hauser and Livia Albeck-Ripka,Albuquerque School’s Staff on Leave After Drag Show at Prom,Albuquerque Public Schools in New Mexico also installed an acting principal as it investigates a high school prom.,Albuquerque Public Schools in New Mexico also installed an acting principal as it investigates a high school prom.,https://www.nytimes.com/2024/04/30/us/prom-drag-show-high-school-nm.html,2024-05-01T01:06:48Z
fake news,The New York Times,By Jack Healy and Elizabeth Dias,"Arizona Lawmakers Repeal 1864 Abortion Ban, Creating Rift on the Right","Two Republican state senators broke with their party to ensure final passage of the repeal. Gov. Katie Hobbs, a Democrat, is expected to sign it on Thursday.","Two Republican state senators broke with their party to ensure final passage of the repeal. Gov. Katie Hobbs, a Democrat, is expected to sign it on Thursday.",https://www.nytimes.com/2024/05/01/us/arizona-senate-house-abortion-ruling.html,2024-05-01T09:03:45Z
fake news,The New York Times,,"Transcript of Trump Manhattan Trial, April 22, 2024","Update on May 30: New York State’s court released transcripts from each day of the Manhattan criminal trial of former President Donald J. Trump, who was convicted on 34 counts of falsifying business records to cover up a sex scandal that threatened to derail his 2016 presidential campaign.","Update on May 30: New York State’s court released transcripts from each day of the Manhattan criminal trial of former President Donald J. Trump, who was convicted on 34 counts of falsifying business records to cover up a sex scandal that threatened to derail his 2016 presidential campaign.",https://www.nytimes.com/interactive/2024/05/01/nyregion/trump-hush-money-trial-transcript-april-22.html,2024-05-01T17:07:48Z
fake news,The New York Times,,"Transcript of Trump Manhattan Trial, April 23, 2024","Update on May 30: New York State’s court released transcripts from each day of the Manhattan criminal trial of former President Donald J. Trump, who was convicted on 34 counts of falsifying business records to cover up a sex scandal that threatened to derail his 2016 presidential campaign.","Update on May 30: New York State’s court released transcripts from each day of the Manhattan criminal trial of former President Donald J. Trump, who was convicted on 34 counts of falsifying business records to cover up a sex scandal that threatened to derail his 2016 presidential campaign.",https://www.nytimes.com/interactive/2024/05/01/nyregion/trump-hush-money-trial-transcript-april-23.html,2024-05-01T17:29:48Z
fake news,The New York Times,By Wesley Parnell,The Words That Have Defined This Week in Donald J. Trump’s Trial,"Witnesses discussed the salacious and the banal, and the judge warned the defendant he could go to jail.","Witnesses discussed the salacious and the banal, and the judge warned the defendant he could go to jail.",https://www.nytimes.com/2024/05/01/nyregion/trump-trial-witnesses-moments.html,2024-05-01T20:05:18Z
fake news,The New York Times,By Matthew Cullen,Arizona Voted to Repeal Its Abortion Ban,"Also, the Fed eyes a longer period of high rates. Here’s the latest at the end of Wednesday.","Also, the Fed eyes a longer period of high rates. Here’s the latest at the end of Wednesday.",https://www.nytimes.com/2024/05/01/briefing/arizona-abortion-ban-campus-protests.html,2024-05-01T21:34:25Z
fake news,The New York Times,By Nicholas Kristof,How Protesters Can Actually Help Palestinians,I worry that the more aggressive demonstrators may be hurting the Gazans they’re trying to support.,I worry that the more aggressive demonstrators may be hurting the Gazans they’re trying to support.,https://www.nytimes.com/2024/05/01/opinion/student-protests-gaza.html,2024-05-01T23:00:03Z
fake news,The New York Times,By Nicholas Fandos,"In an Online World, a New Generation of Protesters Chooses Anonymity",Doxxing and other consequences have led many student protesters on college campuses to hide their identities. That choice has been polarizing.,Doxxing and other consequences have led many student protesters on college campuses to hide their identities. That choice has been polarizing.,https://www.nytimes.com/2024/05/02/nyregion/college-campus-protests-anonymity.html,2024-05-02T07:00:20Z
fake news,The New York Times,By Steven Lee Myers and Tiffany Hsu,"Campus Protests Give Russia, China and Iran Fuel to Exploit U.S. Divide","America’s adversaries have mounted online campaigns to amplify the social and political conflicts over Gaza flaring at universities, researchers say.","America’s adversaries have mounted online campaigns to amplify the social and political conflicts over Gaza flaring at universities, researchers say.",https://www.nytimes.com/2024/05/02/business/media/campus-protests-russia-china-iran-us.html,2024-05-02T17:09:49Z
fake news,The New York Times,By Dionne Searcey,‘We Will Save Our Beef’: Florida Bans Lab-Grown Meat,"Other states have also considered restrictions, citing concerns about farmers’ livelihoods and food safety, though the product isn’t expected to be widely available for years.","Other states have also considered restrictions, citing concerns about farmers’ livelihoods and food safety, though the product isn’t expected to be widely available for years.",https://www.nytimes.com/2024/05/03/climate/florida-lab-grown-meat-ban.html,2024-05-03T20:03:53Z
fake news,The New York Times,By Alex Travelli,A Small Army Combating a Flood of Deepfakes in India’s Election,"Social media is awash with A.I.-altered audio, clipped video and manipulated images. Fact-checkers want to save the public from deception.","Social media is awash with A.I.-altered audio, clipped video and manipulated images. Fact-checkers want to save the public from deception.",https://www.nytimes.com/2024/06/01/world/asia/india-election-deepfakes.html,2024-06-01T04:01:09Z
fake news,The New York Times,"By Ben Protess, William K. Rashbaum and Jonah E. Bromwich",Trump Has Few Ways to Overturn His Conviction as a New York Felon,"The judge in Donald J. Trump’s case closed off many avenues of appeal, experts said, though his lawyers might challenge the novel theory at the case’s center.","The judge in Donald J. Trump’s case closed off many avenues of appeal, experts said, though his lawyers might challenge the novel theory at the case’s center.",https://www.nytimes.com/2024/06/01/nyregion/trump-appeal-conviction.html,2024-06-01T07:00:41Z
fake news,The New York Times,By Lucia Buricelli,Scenes From a Historic Verdict,A photographer captured the crowds outside the courthouse during Trump’s trial — and as the historic verdict came down.,A photographer captured the crowds outside the courthouse during Trump’s trial — and as the historic verdict came down.,https://www.nytimes.com/2024/06/01/opinion/donald-trump-verdict.html,2024-06-01T11:21:50Z
fake news,The New York Times,By Julian E. Barnes and Steven Lee Myers,Fake News Reports and Videos Seek to Undermine the Paris Olympics,Russian propagandists are spoofing broadcasters and mimicking French and U.S. intelligence agencies to stoke fear about security at the Games.,Russian propagandists are spoofing broadcasters and mimicking French and U.S. intelligence agencies to stoke fear about security at the Games.,https://www.nytimes.com/2024/06/03/us/politics/russia-disinformation-olympics-paris.html,2024-06-03T04:01:10Z
fake news,The New York Times,By Victoria M. Walker,The Make-or-Break Question for a New Roommate: Do You Drink?,A Brooklyn woman who has been sober for three years needed a roommate. But alcohol would not be allowed in the apartment. Some people thought that was a joke.,A Brooklyn woman who has been sober for three years needed a roommate. But alcohol would not be allowed in the apartment. Some people thought that was a joke.,https://www.nytimes.com/2024/06/03/realestate/sober-living-house-roommate.html,2024-06-03T09:00:17Z
fake news,The New York Times,By Neil Vigdor and Danny Hakim,Wisconsin Charges 3 Trump Allies in Fake Electors Scheme,It is the fifth battleground state to prosecute former President Donald J. Trump’s supporters for trying to overturn his defeat in the 2020 election.,It is the fifth battleground state to prosecute former President Donald J. Trump’s supporters for trying to overturn his defeat in the 2020 election.,https://www.nytimes.com/2024/06/04/us/politics/wisconsin-charges-3-trump-allies-in-fake-electors-scheme.html,2024-06-04T17:48:45Z
fake news,The New York Times,By Zachary Small,University of the Arts President Resigns After School Announces Closure,"Kerry Walk announced last week that the institution would close on June 7, leaving hundreds of students in academic limbo.","Kerry Walk announced last week that the institution would close on June 7, leaving hundreds of students in academic limbo.",https://www.nytimes.com/2024/06/04/arts/design/university-arts-kerry-walk-philadelphia.html,2024-06-04T20:47:08Z
fake news,The New York Times,By Matthew Cullen,Both Democrats and Republicans Embrace Border Politics,"Also, India’s election was closer than expected. Here’s the latest at the end of Tuesday.","Also, India’s election was closer than expected. Here’s the latest at the end of Tuesday.",https://www.nytimes.com/2024/06/04/briefing/arizona-biden-border-politics-india-election.html,2024-06-04T21:40:16Z
fake news,The New York Times,By Sheera Frenkel,Israel Secretly Targets U.S. Lawmakers With Influence Campaign on Gaza War,"Israel’s Ministry of Diaspora Affairs ordered the operation, which used fake social media accounts urging U.S. lawmakers to fund Israel’s military, according to officials and documents about the effort.","Israel’s Ministry of Diaspora Affairs ordered the operation, which used fake social media accounts urging U.S. lawmakers to fund Israel’s military, according to officials and documents about the effort.",https://www.nytimes.com/2024/06/05/technology/israel-campaign-gaza-social-media.html,2024-06-05T09:04:23Z
fake news,The New York Times,By David Leonhardt,Biden Tries to Close a Loophole,We explore the story behind the president’s immigration order.,We explore the story behind the president’s immigration order.,https://www.nytimes.com/2024/06/05/briefing/biden-immigration-executive-order.html,2024-06-05T10:38:08Z
fake news,The New York Times,By Jay Root and Bianca Pallaro,"He Got $162,000 in Taxpayer Money and 6% of the Vote","The campaign of Dao Yin, a Democratic candidate for State Assembly, submitted fake donations and forged signatures to obtain much of the matching funds he received.","The campaign of Dao Yin, a Democratic candidate for State Assembly, submitted fake donations and forged signatures to obtain much of the matching funds he received.",https://www.nytimes.com/2024/07/01/nyregion/dao-yin-campaign-contributions.html,2024-07-01T09:01:39Z
fake news,The New York Times,By Alexandra Alter,A Romance Bookstore Boom,The arrival — and success — of brick-and-mortar romance stores.,The arrival — and success — of brick-and-mortar romance stores.,https://www.nytimes.com/2024/07/07/briefing/romance-bookstores.html,2024-07-07T11:42:21Z
fake news,The New York Times,By Steven Lee Myers and Julian E. Barnes,U.S. and Allies Take Aim at Covert Russian Information Campaign,"Intelligence officials from three countries flagged a Russian influence campaign that used artificial intelligence to create nearly 1,000 fake accounts on the social media platform X.","Intelligence officials from three countries flagged a Russian influence campaign that used artificial intelligence to create nearly 1,000 fake accounts on the social media platform X.",https://www.nytimes.com/2024/07/09/business/russian-bots-artificial-intelligence-propaganda.html,2024-07-10T01:43:57Z
fake news,The New York Times,By Brooks Barnes,Can Movies for Grown-Ups Still Sell Tickets? ‘Fly Me to the Moon’ Is a Test.,"Directed by Greg Berlanti, the film amounts to a Hollywood experiment: Is there still room at the multiplexes for original movies aimed at grown-ups.","Directed by Greg Berlanti, the film amounts to a Hollywood experiment: Is there still room at the multiplexes for original movies aimed at grown-ups.",https://www.nytimes.com/2024/07/11/business/media/fly-me-to-the-moon-greg-berlanti.html,2024-07-11T15:47:09Z
fake news,The New York Times,By Tiffany Hsu and Stuart A. Thompson,Even Disinformation Experts Don’t Know How to Stop It,Researchers have learned plenty about misinformation and how it spreads. But they’re still struggling to figure out how to stop it.,Researchers have learned plenty about misinformation and how it spreads. But they’re still struggling to figure out how to stop it.,https://www.nytimes.com/2024/07/11/technology/disinformation-tools.html,2024-07-11T16:00:18Z
fake news,The New York Times,By Amanda Holpuch,Gun Ammunition Vending Machines Installed at Grocery Stores in 3 States,"The vending machines, sold by a company called American Rounds, sell ammunition that can be used in handguns, rifles and shotguns. They have been installed in Texas, Oklahoma and Alabama so far.","The vending machines, sold by a company called American Rounds, sell ammunition that can be used in handguns, rifles and shotguns. They have been installed in Texas, Oklahoma and Alabama so far.",https://www.nytimes.com/2024/07/11/us/ammunition-vending-machines.html,2024-07-11T20:08:58Z
fake news,The New York Times,By Christene Seda,The Psychic Who Predicted My Romantic Future,"For a millennial with financial burdens, would a home have to be a house?","For a millennial with financial burdens, would a home have to be a house?",https://www.nytimes.com/2024/07/12/style/modern-love-psychic-who-predicted-my-romantic-future.html,2024-07-12T04:00:29Z
fake news,The New York Times,By Russ Buettner,Martyr Inc.: How Trump Monetized a Persecution Narrative,"The candidate is blurring the lines between politics and business and turning his tribulations into cash — selling Bibles, clothing he wore in a mug shot and the promise of political salvation.","The candidate is blurring the lines between politics and business and turning his tribulations into cash — selling Bibles, clothing he wore in a mug shot and the promise of political salvation.",https://www.nytimes.com/2024/07/12/us/politics/trump-politics-business-martyrdom.html,2024-07-12T09:01:29Z
fake news,The New York Times,By Patrick Kingsley,Pulling troops from Gaza’s border with Egypt could remove one of the obstacles to a cease-fire deal.,,,https://www.nytimes.com/live/2024/07/15/world/israel-gaza-war-hamas/israel-is-privately-discussing-withdrawing-from-the-gaza-egypt-border-officials-say,2024-07-15T15:09:06Z
fake news,The New York Times,"By Patrick Kingsley, Adam Rasgon, Vivian Wang and Thomas Fuller","Israel in Talks Over Withdrawing From Egypt-Gaza Border, Officials Say",The discussions between Israeli and Egyptian officials comes amid diplomatic activity on several continents over a cease-fire deal and postwar plans for the territory.,The discussions between Israeli and Egyptian officials comes amid diplomatic activity on several continents over a cease-fire deal and postwar plans for the territory.,https://www.nytimes.com/2024/07/15/world/middleeast/israel-egypt-gaza-border.html,2024-07-15T21:00:58Z
fake news,The New York Times,By Vincent Bevins,Trumps of the Tropics: Brazil’s Far Right Plots Its Return,Bolsonaristas are (still) taking their cues from America’s MAGA movement.,Bolsonaristas are (still) taking their cues from America’s MAGA movement.,https://www.nytimes.com/2024/08/01/magazine/brazil-bolsonaro-trump.html,2024-08-01T09:02:12Z
fake news,The New York Times,By Vivian Nereim,The Threat of More War,We examine the contradictions in the Middle East.,We examine the contradictions in the Middle East.,https://www.nytimes.com/2024/08/01/briefing/the-threat-of-more-war.html,2024-08-01T10:35:21Z
fake news,The New York Times,By Andrew Higgins,Two Russians released by Slovenia had acted as undercover spies.,,,https://www.nytimes.com/live/2024/08/01/world/russia-prisoner-swap-us/russia-prisoner-exchange-slovenia,2024-08-01T18:31:12Z
fake news,The New York Times,By Anton Troianovski and Mark Mazzetti,Major Inmate Swap Frees Dissidents and U.S. Journalists From Russian Prisons,"The Wall Street Journal reporter Evan Gershkovich was among 24 people released in a seven-nation, painstakingly negotiated deal that President Biden hailed as a triumph of diplomacy.","The Wall Street Journal reporter Evan Gershkovich was among 24 people released in a seven-nation, painstakingly negotiated deal that President Biden hailed as a triumph of diplomacy.",https://www.nytimes.com/2024/08/01/world/europe/russia-gershkovich-prisoner-swap.html,2024-08-01T20:33:00Z
fake news,The New York Times,By Nate Cohn,The Harris Electorate,We examine who plans to vote for her.,We examine who plans to vote for her.,https://www.nytimes.com/2024/08/02/briefing/the-harris-electorate.html,2024-08-02T10:37:29Z
fake news,The New York Times,By The Learning Network,"Summer Reading Contest, Week 9: What Got Your Attention in The Times This Week?","To participate, submit your response here by Aug. 9 at 9 a.m. Eastern. This week’s winners will be announced by Aug. 21.","To participate, submit your response here by Aug. 9 at 9 a.m. Eastern. This week’s winners will be announced by Aug. 21.",https://www.nytimes.com/2024/08/02/learning/summer-reading-contest-week-9-what-got-your-attention-in-the-times-this-week.html,2024-08-02T13:00:16Z
fake news,The New York Times,By Jason Zinoman,"In His Stand-Up Special, Joe Rogan Plays Dumb","On his podcast, Rogan indulges his own obsessions and eccentricities. But in “Burn the Boats,” his Netflix comedy special, contempt for the crowd is a theme.","On his podcast, Rogan indulges his own obsessions and eccentricities. But in “Burn the Boats,” his Netflix comedy special, contempt for the crowd is a theme.",https://www.nytimes.com/2024/08/04/arts/television/joe-rogan-standup-netflix.html,2024-08-04T15:46:02Z
fake news,The New York Times,By Andrew Higgins,How Two Russian Spies Went Deep Undercover With Their Children,A couple planted as sleeper spies in Slovenia posed as an Argentine art dealer and an entrepreneur. They were caught in December 2022 and sent to Moscow in a sweeping prisoner exchange last week.,A couple planted as sleeper spies in Slovenia posed as an Argentine art dealer and an entrepreneur. They were caught in December 2022 and sent to Moscow in a sweeping prisoner exchange last week.,https://www.nytimes.com/2024/08/04/world/europe/russia-undercover-prisoner-swap.html,2024-08-04T16:59:31Z
fake news,The New York Times,By Paul Krugman,The Economy Is Looking Pre-Recessionary,Will a sluggish Fed snatch defeat from the jaws of victory?,Will a sluggish Fed snatch defeat from the jaws of victory?,https://www.nytimes.com/2024/08/05/opinion/interest-rates-federal-reserve.html,2024-08-05T20:00:08Z
fake news,The New York Times,By Maya Salam,"Before Reality Became Debatable, There Was ‘The Blair Witch Project’","Twenty-five years ago, the indie horror blockbuster compelled audiences to ask, “Was that real?” The question now permeates our age of misinformation.","Twenty-five years ago, the indie horror blockbuster compelled audiences to ask, “Was that real?” The question now permeates our age of misinformation.",https://www.nytimes.com/2024/08/07/movies/blair-witch-project-reality-anniversary.html,2024-08-07T09:00:19Z
fake news,The New York Times,By Shawn McCreesh,Meandering? Off-Script? Trump Insists His ‘Weave’ Is Oratorical Genius.,Former President Donald J. Trump’s speeches often wander from topic to topic. He insists there is an art to stitching them all together.,Former President Donald J. Trump’s speeches often wander from topic to topic. He insists there is an art to stitching them all together.,https://www.nytimes.com/2024/09/01/us/elections/trump-speeches-weave.html,2024-09-01T15:14:35Z
fake news,The New York Times,"By Steven Lee Myers, Tiffany Hsu and Farnaz Fassihi",Iran Emerges as a Top Disinformation Threat in U.S. Presidential Race,"With a flurry of hacks and fake websites, Iran has intensified its efforts to discredit American democracy and possibly tip the race against former President Donald Trump.","With a flurry of hacks and fake websites, Iran has intensified its efforts to discredit American democracy and possibly tip the race against former President Donald Trump.",https://www.nytimes.com/2024/09/04/business/media/iran-disinformation-us-presidential-race.html,2024-09-04T15:30:16Z
fake news,The New York Times,"By Julian E. Barnes, Glenn Thrush and Steven Lee Myers",U.S. Announces Plan to Counter Russian Influence Ahead of 2024 Election,"American spy agencies have assessed that the Kremlin favors former President Donald J. Trump, seeing him as skeptical of U.S. support for Ukraine.","American spy agencies have assessed that the Kremlin favors former President Donald J. Trump, seeing him as skeptical of U.S. support for Ukraine.",https://www.nytimes.com/2024/09/04/us/politics/russia-election-influence.html,2024-09-04T15:44:31Z
fake news,The New York Times,By Victor Mather,Anna Sorokin Goes From High-Society Impersonator to ‘Dancing With the Stars’,"The woman who impersonated a German heiress will reprise her false identity on season 33 of the show, becoming the latest contestant with legal or other troubles.","The woman who impersonated a German heiress will reprise her false identity on season 33 of the show, becoming the latest contestant with legal or other troubles.",https://www.nytimes.com/2024/09/04/arts/television/anna-delvey-dancing-with-the-stars.html,2024-09-04T19:28:52Z
fake news,The New York Times,By Santul Nerkar,How Media Outlets on the Left and Right Covered Trump’s Arlington Cemetery Visit,"Liberal outlets criticized Mr. Trump for turning his visit into a photo opportunity, while conservative ones falsely suggested the altercation never happened.","Liberal outlets criticized Mr. Trump for turning his visit into a photo opportunity, while conservative ones falsely suggested the altercation never happened.",https://www.nytimes.com/2024/09/04/business/media/trump-arlington-cemetery-media.html,2024-09-04T20:37:51Z
